network,scan,step,filter,aggregation,model,num_nodes,num_edges,density,num_strong_components,indegree,outdegree,close_centrality,avg_indegree,avg_outdegree,avg_close_centrality
merged_f1_t330_aggregation,merged,330,1,2,TVA,77,501,0.08561175666438825,9,"[5.0, 8.0, 8.0]","[1.0, 1.0, 7.0]","[0.30158730158730157, 0.30522088353413657, 0.36538461538461536]",6.5064935064935066,6.5064935064935066,0.3073105387019097
merged_f1_t330_aggregation,merged,330,1,3,TVA,26,84,0.12923076923076923,12,"[1.0, 1.0, 8.0]","[1.0, 1.0, 8.0]","[0.18962962962962962, 0.23684210526315788, 0.375]",3.230769230769231,3.230769230769231,0.26201934667535665
merged_f1_t340_aggregation,merged,340,1,0,MULTI,24,4824,8.73913043478261,9,"[0.75, 25.5, 74.0]","[30.0, 42.0, 531.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",201.0,201.0,0.49151239340026537
merged_f1_t340_aggregation,merged,340,1,1,MULTI,24,1400,2.536231884057971,9,"[0.75, 25.5, 43.0]","[13.0, 22.0, 140.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",58.333333333333336,58.333333333333336,0.49151239340026537
merged_f1_t340_aggregation,merged,340,1,2,MULTI,24,448,0.8115942028985508,9,"[0.75, 17.0, 33.0]","[7.0, 16.0, 33.0]","[0.03260869565217391, 0.5526315789473684, 0.7666666666666667]",18.666666666666668,18.666666666666668,0.46419692003216034
merged_f1_t340_aggregation,merged,340,1,3,MULTI,18,76,0.24836601307189543,11,"[1.0, 2.0, 8.0]","[1.0, 2.0, 8.0]","[0.2801120448179272, 0.3095975232198142, 0.43315508021390375]",4.222222222222222,4.222222222222222,0.33881437333449715
merged_f1_t340_aggregation,merged,340,1,0,NETSPA,625,1248,0.0032,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3380281690140845, 0.3380281690140845, 0.3380281690140845]",1.9968,1.9968,0.3322964959905199
merged_f1_t340_aggregation,merged,340,1,1,NETSPA,197,392,0.01015228426395939,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3487544483985765, 0.3487544483985765, 0.3487544483985765]",1.9898477157360406,1.9898477157360406,0.3295941325499124
merged_f1_t340_aggregation,merged,340,1,2,NETSPA,78,154,0.02564102564102564,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.2911184446516967, 0.375609756097561, 0.375609756097561]",1.9743589743589745,1.9743589743589745,0.32269882539596945
merged_f1_t340_aggregation,merged,340,1,3,NETSPA,27,44,0.06267806267806268,3,"[1.0, 1.0, 1.0]","[1.0, 1.0, 2.0]","[0.24299065420560748, 0.3023255813953488, 0.41935483870967744]",1.6296296296296295,1.6296296296296295,0.3126039217563747
merged_f1_t340_aggregation,merged,340,1,0,TVA,624,5424,0.013952339795036425,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2715780296425458, 0.2715780296425458, 0.2715780296425458]",8.692307692307692,8.692307692307692,0.2783904174943472
merged_f1_t340_aggregation,merged,340,1,1,TVA,196,1572,0.04113029827315542,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2880354505169867, 0.28846153846153844, 0.28846153846153844]",8.020408163265307,8.020408163265307,0.2991593236160281
merged_f1_t340_aggregation,merged,340,1,2,TVA,77,501,0.08561175666438825,9,"[5.0, 8.0, 8.0]","[1.0, 1.0, 7.0]","[0.30158730158730157, 0.30522088353413657, 0.36538461538461536]",6.5064935064935066,6.5064935064935066,0.3073105387019097
merged_f1_t340_aggregation,merged,340,1,3,TVA,26,84,0.12923076923076923,12,"[1.0, 1.0, 8.0]","[1.0, 1.0, 8.0]","[0.18962962962962962, 0.23684210526315788, 0.375]",3.230769230769231,3.230769230769231,0.26201934667535665
merged_f1_t350_aggregation,merged,350,1,0,MULTI,24,4824,8.73913043478261,9,"[0.75, 25.5, 74.0]","[30.0, 42.0, 531.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",201.0,201.0,0.49151239340026537
merged_f1_t350_aggregation,merged,350,1,1,MULTI,24,1400,2.536231884057971,9,"[0.75, 25.5, 43.0]","[13.0, 22.0, 140.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",58.333333333333336,58.333333333333336,0.49151239340026537
merged_f1_t350_aggregation,merged,350,1,2,MULTI,24,448,0.8115942028985508,9,"[0.75, 17.0, 33.0]","[7.0, 16.0, 33.0]","[0.03260869565217391, 0.5526315789473684, 0.7666666666666667]",18.666666666666668,18.666666666666668,0.46419692003216034
merged_f1_t350_aggregation,merged,350,1,3,MULTI,18,76,0.24836601307189543,11,"[1.0, 2.0, 8.0]","[1.0, 2.0, 8.0]","[0.2801120448179272, 0.3095975232198142, 0.43315508021390375]",4.222222222222222,4.222222222222222,0.33881437333449715
merged_f1_t350_aggregation,merged,350,1,0,NETSPA,625,1248,0.0032,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3380281690140845, 0.3380281690140845, 0.3380281690140845]",1.9968,1.9968,0.3322964959905199
merged_f1_t350_aggregation,merged,350,1,1,NETSPA,197,392,0.01015228426395939,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3487544483985765, 0.3487544483985765, 0.3487544483985765]",1.9898477157360406,1.9898477157360406,0.3295941325499124
merged_f1_t350_aggregation,merged,350,1,2,NETSPA,78,154,0.02564102564102564,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.2911184446516967, 0.375609756097561, 0.375609756097561]",1.9743589743589745,1.9743589743589745,0.32269882539596945
merged_f1_t350_aggregation,merged,350,1,3,NETSPA,27,44,0.06267806267806268,3,"[1.0, 1.0, 1.0]","[1.0, 1.0, 2.0]","[0.24299065420560748, 0.3023255813953488, 0.41935483870967744]",1.6296296296296295,1.6296296296296295,0.3126039217563747
merged_f1_t350_aggregation,merged,350,1,0,TVA,624,5424,0.013952339795036425,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2715780296425458, 0.2715780296425458, 0.2715780296425458]",8.692307692307692,8.692307692307692,0.2783904174943472
merged_f1_t350_aggregation,merged,350,1,1,TVA,196,1572,0.04113029827315542,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2880354505169867, 0.28846153846153844, 0.28846153846153844]",8.020408163265307,8.020408163265307,0.2991593236160281
merged_f1_t350_aggregation,merged,350,1,2,TVA,77,501,0.08561175666438825,9,"[5.0, 8.0, 8.0]","[1.0, 1.0, 7.0]","[0.30158730158730157, 0.30522088353413657, 0.36538461538461536]",6.5064935064935066,6.5064935064935066,0.3073105387019097
merged_f1_t350_aggregation,merged,350,1,3,TVA,26,84,0.12923076923076923,12,"[1.0, 1.0, 8.0]","[1.0, 1.0, 8.0]","[0.18962962962962962, 0.23684210526315788, 0.375]",3.230769230769231,3.230769230769231,0.26201934667535665
merged_f1_t360_aggregation,merged,360,1,0,MULTI,24,4816,8.72463768115942,9,"[0.75, 25.5, 74.0]","[30.0, 42.0, 530.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",200.66666666666666,200.66666666666666,0.49151239340026537
merged_f1_t360_aggregation,merged,360,1,1,MULTI,24,1400,2.536231884057971,9,"[0.75, 25.5, 43.0]","[13.0, 22.0, 140.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",58.333333333333336,58.333333333333336,0.49151239340026537
merged_f1_t360_aggregation,merged,360,1,2,MULTI,24,448,0.8115942028985508,9,"[0.75, 17.0, 33.0]","[7.0, 16.0, 33.0]","[0.03260869565217391, 0.5526315789473684, 0.7666666666666667]",18.666666666666668,18.666666666666668,0.46419692003216034
merged_f1_t360_aggregation,merged,360,1,3,MULTI,18,76,0.24836601307189543,11,"[1.0, 2.0, 8.0]","[1.0, 2.0, 8.0]","[0.2801120448179272, 0.3095975232198142, 0.43315508021390375]",4.222222222222222,4.222222222222222,0.33881437333449715
merged_f1_t360_aggregation,merged,360,1,0,NETSPA,624,1246,0.003205128205128205,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3380358111774281, 0.3380358111774281, 0.3380358111774281]",1.9967948717948718,1.9967948717948718,0.3322946331574667
merged_f1_t360_aggregation,merged,360,1,1,NETSPA,197,392,0.01015228426395939,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3487544483985765, 0.3487544483985765, 0.3487544483985765]",1.9898477157360406,1.9898477157360406,0.3295941325499124
merged_f1_t360_aggregation,merged,360,1,2,NETSPA,78,154,0.02564102564102564,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.2911184446516967, 0.375609756097561, 0.375609756097561]",1.9743589743589745,1.9743589743589745,0.32269882539596945
merged_f1_t360_aggregation,merged,360,1,3,NETSPA,27,44,0.06267806267806268,3,"[1.0, 1.0, 1.0]","[1.0, 1.0, 2.0]","[0.24299065420560748, 0.3023255813953488, 0.41935483870967744]",1.6296296296296295,1.6296296296296295,0.3126039217563747
merged_f1_t360_aggregation,merged,360,1,0,TVA,623,5415,0.01397397717712758,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.27161572052401745, 0.27161572052401745, 0.27161572052401745]",8.691813804173355,8.691813804173355,0.2784327254189712
merged_f1_t360_aggregation,merged,360,1,1,TVA,196,1572,0.04113029827315542,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2880354505169867, 0.28846153846153844, 0.28846153846153844]",8.020408163265307,8.020408163265307,0.2991593236160281
merged_f1_t360_aggregation,merged,360,1,2,TVA,77,501,0.08561175666438825,9,"[5.0, 8.0, 8.0]","[1.0, 1.0, 7.0]","[0.30158730158730157, 0.30522088353413657, 0.36538461538461536]",6.5064935064935066,6.5064935064935066,0.3073105387019097
merged_f1_t360_aggregation,merged,360,1,3,TVA,26,84,0.12923076923076923,12,"[1.0, 1.0, 8.0]","[1.0, 1.0, 8.0]","[0.18962962962962962, 0.23684210526315788, 0.375]",3.230769230769231,3.230769230769231,0.26201934667535665
merged_f1_t370_aggregation,merged,370,1,0,MULTI,24,4816,8.72463768115942,9,"[0.75, 25.5, 74.0]","[30.0, 42.0, 530.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",200.66666666666666,200.66666666666666,0.49151239340026537
merged_f1_t370_aggregation,merged,370,1,1,MULTI,24,1400,2.536231884057971,9,"[0.75, 25.5, 43.0]","[13.0, 22.0, 140.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",58.333333333333336,58.333333333333336,0.49151239340026537
merged_f1_t370_aggregation,merged,370,1,2,MULTI,24,448,0.8115942028985508,9,"[0.75, 17.0, 33.0]","[7.0, 16.0, 33.0]","[0.03260869565217391, 0.5526315789473684, 0.7666666666666667]",18.666666666666668,18.666666666666668,0.46419692003216034
merged_f1_t370_aggregation,merged,370,1,3,MULTI,18,76,0.24836601307189543,11,"[1.0, 2.0, 8.0]","[1.0, 2.0, 8.0]","[0.2801120448179272, 0.3095975232198142, 0.43315508021390375]",4.222222222222222,4.222222222222222,0.33881437333449715
merged_f1_t370_aggregation,merged,370,1,0,NETSPA,624,1246,0.003205128205128205,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3380358111774281, 0.3380358111774281, 0.3380358111774281]",1.9967948717948718,1.9967948717948718,0.3322946331574667
merged_f1_t370_aggregation,merged,370,1,1,NETSPA,197,392,0.01015228426395939,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3487544483985765, 0.3487544483985765, 0.3487544483985765]",1.9898477157360406,1.9898477157360406,0.3295941325499124
merged_f1_t370_aggregation,merged,370,1,2,NETSPA,78,154,0.02564102564102564,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.2911184446516967, 0.375609756097561, 0.375609756097561]",1.9743589743589745,1.9743589743589745,0.32269882539596945
merged_f1_t370_aggregation,merged,370,1,3,NETSPA,27,44,0.06267806267806268,3,"[1.0, 1.0, 1.0]","[1.0, 1.0, 2.0]","[0.24299065420560748, 0.3023255813953488, 0.41935483870967744]",1.6296296296296295,1.6296296296296295,0.3126039217563747
merged_f1_t370_aggregation,merged,370,1,0,TVA,623,5415,0.01397397717712758,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.27161572052401745, 0.27161572052401745, 0.27161572052401745]",8.691813804173355,8.691813804173355,0.2784327254189712
merged_f1_t370_aggregation,merged,370,1,1,TVA,196,1572,0.04113029827315542,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2880354505169867, 0.28846153846153844, 0.28846153846153844]",8.020408163265307,8.020408163265307,0.2991593236160281
merged_f1_t370_aggregation,merged,370,1,2,TVA,77,501,0.08561175666438825,9,"[5.0, 8.0, 8.0]","[1.0, 1.0, 7.0]","[0.30158730158730157, 0.30522088353413657, 0.36538461538461536]",6.5064935064935066,6.5064935064935066,0.3073105387019097
merged_f1_t370_aggregation,merged,370,1,3,TVA,26,84,0.12923076923076923,12,"[1.0, 1.0, 8.0]","[1.0, 1.0, 8.0]","[0.18962962962962962, 0.23684210526315788, 0.375]",3.230769230769231,3.230769230769231,0.26201934667535665
merged_f1_t380_aggregation,merged,380,1,0,MULTI,24,4816,8.72463768115942,9,"[0.75, 25.5, 74.0]","[30.0, 42.0, 530.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",200.66666666666666,200.66666666666666,0.49151239340026537
merged_f1_t380_aggregation,merged,380,1,1,MULTI,24,1400,2.536231884057971,9,"[0.75, 25.5, 43.0]","[13.0, 22.0, 140.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",58.333333333333336,58.333333333333336,0.49151239340026537
merged_f1_t380_aggregation,merged,380,1,2,MULTI,24,448,0.8115942028985508,9,"[0.75, 17.0, 33.0]","[7.0, 16.0, 33.0]","[0.03260869565217391, 0.5526315789473684, 0.7666666666666667]",18.666666666666668,18.666666666666668,0.46419692003216034
merged_f1_t380_aggregation,merged,380,1,3,MULTI,18,76,0.24836601307189543,11,"[1.0, 2.0, 8.0]","[1.0, 2.0, 8.0]","[0.2801120448179272, 0.3095975232198142, 0.43315508021390375]",4.222222222222222,4.222222222222222,0.33881437333449715
merged_f1_t380_aggregation,merged,380,1,0,NETSPA,624,1246,0.003205128205128205,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3380358111774281, 0.3380358111774281, 0.3380358111774281]",1.9967948717948718,1.9967948717948718,0.3322946331574667
merged_f1_t380_aggregation,merged,380,1,1,NETSPA,197,392,0.01015228426395939,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3487544483985765, 0.3487544483985765, 0.3487544483985765]",1.9898477157360406,1.9898477157360406,0.3295941325499124
merged_f1_t380_aggregation,merged,380,1,2,NETSPA,78,154,0.02564102564102564,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.2911184446516967, 0.375609756097561, 0.375609756097561]",1.9743589743589745,1.9743589743589745,0.32269882539596945
merged_f1_t380_aggregation,merged,380,1,3,NETSPA,27,44,0.06267806267806268,3,"[1.0, 1.0, 1.0]","[1.0, 1.0, 2.0]","[0.24299065420560748, 0.3023255813953488, 0.41935483870967744]",1.6296296296296295,1.6296296296296295,0.3126039217563747
merged_f1_t380_aggregation,merged,380,1,0,TVA,623,5415,0.01397397717712758,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.27161572052401745, 0.27161572052401745, 0.27161572052401745]",8.691813804173355,8.691813804173355,0.2784327254189712
merged_f1_t380_aggregation,merged,380,1,1,TVA,196,1572,0.04113029827315542,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2880354505169867, 0.28846153846153844, 0.28846153846153844]",8.020408163265307,8.020408163265307,0.2991593236160281
merged_f1_t380_aggregation,merged,380,1,2,TVA,77,501,0.08561175666438825,9,"[5.0, 8.0, 8.0]","[1.0, 1.0, 7.0]","[0.30158730158730157, 0.30522088353413657, 0.36538461538461536]",6.5064935064935066,6.5064935064935066,0.3073105387019097
merged_f1_t380_aggregation,merged,380,1,3,TVA,26,84,0.12923076923076923,12,"[1.0, 1.0, 8.0]","[1.0, 1.0, 8.0]","[0.18962962962962962, 0.23684210526315788, 0.375]",3.230769230769231,3.230769230769231,0.26201934667535665
merged_f1_t390_aggregation,merged,390,1,0,MULTI,24,4816,8.72463768115942,9,"[0.75, 25.5, 74.0]","[30.0, 42.0, 530.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",200.66666666666666,200.66666666666666,0.49151239340026537
merged_f1_t390_aggregation,merged,390,1,1,MULTI,24,1400,2.536231884057971,9,"[0.75, 25.5, 43.0]","[13.0, 22.0, 140.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",58.333333333333336,58.333333333333336,0.49151239340026537
merged_f1_t390_aggregation,merged,390,1,2,MULTI,24,448,0.8115942028985508,9,"[0.75, 17.0, 33.0]","[7.0, 16.0, 33.0]","[0.03260869565217391, 0.5526315789473684, 0.7666666666666667]",18.666666666666668,18.666666666666668,0.46419692003216034
merged_f1_t390_aggregation,merged,390,1,3,MULTI,18,76,0.24836601307189543,11,"[1.0, 2.0, 8.0]","[1.0, 2.0, 8.0]","[0.2801120448179272, 0.3095975232198142, 0.43315508021390375]",4.222222222222222,4.222222222222222,0.33881437333449715
merged_f1_t390_aggregation,merged,390,1,0,NETSPA,624,1246,0.003205128205128205,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3380358111774281, 0.3380358111774281, 0.3380358111774281]",1.9967948717948718,1.9967948717948718,0.3322946331574667
merged_f1_t390_aggregation,merged,390,1,1,NETSPA,197,392,0.01015228426395939,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3487544483985765, 0.3487544483985765, 0.3487544483985765]",1.9898477157360406,1.9898477157360406,0.3295941325499124
merged_f1_t390_aggregation,merged,390,1,2,NETSPA,78,154,0.02564102564102564,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.2911184446516967, 0.375609756097561, 0.375609756097561]",1.9743589743589745,1.9743589743589745,0.32269882539596945
merged_f1_t390_aggregation,merged,390,1,3,NETSPA,27,44,0.06267806267806268,3,"[1.0, 1.0, 1.0]","[1.0, 1.0, 2.0]","[0.24299065420560748, 0.3023255813953488, 0.41935483870967744]",1.6296296296296295,1.6296296296296295,0.3126039217563747
merged_f1_t390_aggregation,merged,390,1,0,TVA,623,5415,0.01397397717712758,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.27161572052401745, 0.27161572052401745, 0.27161572052401745]",8.691813804173355,8.691813804173355,0.2784327254189712
merged_f1_t390_aggregation,merged,390,1,1,TVA,196,1572,0.04113029827315542,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2880354505169867, 0.28846153846153844, 0.28846153846153844]",8.020408163265307,8.020408163265307,0.2991593236160281
merged_f1_t390_aggregation,merged,390,1,2,TVA,77,501,0.08561175666438825,9,"[5.0, 8.0, 8.0]","[1.0, 1.0, 7.0]","[0.30158730158730157, 0.30522088353413657, 0.36538461538461536]",6.5064935064935066,6.5064935064935066,0.3073105387019097
merged_f1_t390_aggregation,merged,390,1,3,TVA,26,84,0.12923076923076923,12,"[1.0, 1.0, 8.0]","[1.0, 1.0, 8.0]","[0.18962962962962962, 0.23684210526315788, 0.375]",3.230769230769231,3.230769230769231,0.26201934667535665
merged_f1_t400_aggregation,merged,400,1,0,MULTI,24,4816,8.72463768115942,9,"[0.75, 25.5, 74.0]","[30.0, 42.0, 530.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",200.66666666666666,200.66666666666666,0.49151239340026537
merged_f1_t400_aggregation,merged,400,1,1,MULTI,24,1400,2.536231884057971,9,"[0.75, 25.5, 43.0]","[13.0, 22.0, 140.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",58.333333333333336,58.333333333333336,0.49151239340026537
merged_f1_t400_aggregation,merged,400,1,2,MULTI,24,448,0.8115942028985508,9,"[0.75, 17.0, 33.0]","[7.0, 16.0, 33.0]","[0.03260869565217391, 0.5526315789473684, 0.7666666666666667]",18.666666666666668,18.666666666666668,0.46419692003216034
merged_f1_t400_aggregation,merged,400,1,3,MULTI,18,76,0.24836601307189543,11,"[1.0, 2.0, 8.0]","[1.0, 2.0, 8.0]","[0.2801120448179272, 0.3095975232198142, 0.43315508021390375]",4.222222222222222,4.222222222222222,0.33881437333449715
merged_f1_t400_aggregation,merged,400,1,0,NETSPA,624,1246,0.003205128205128205,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3380358111774281, 0.3380358111774281, 0.3380358111774281]",1.9967948717948718,1.9967948717948718,0.3322946331574667
merged_f1_t400_aggregation,merged,400,1,1,NETSPA,197,392,0.01015228426395939,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.3487544483985765, 0.3487544483985765, 0.3487544483985765]",1.9898477157360406,1.9898477157360406,0.3295941325499124
merged_f1_t400_aggregation,merged,400,1,2,NETSPA,78,154,0.02564102564102564,9,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.2911184446516967, 0.375609756097561, 0.375609756097561]",1.9743589743589745,1.9743589743589745,0.32269882539596945
merged_f1_t400_aggregation,merged,400,1,3,NETSPA,27,44,0.06267806267806268,3,"[1.0, 1.0, 1.0]","[1.0, 1.0, 2.0]","[0.24299065420560748, 0.3023255813953488, 0.41935483870967744]",1.6296296296296295,1.6296296296296295,0.3126039217563747
merged_f1_t400_aggregation,merged,400,1,0,TVA,623,5415,0.01397397717712758,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.27161572052401745, 0.27161572052401745, 0.27161572052401745]",8.691813804173355,8.691813804173355,0.2784327254189712
merged_f1_t400_aggregation,merged,400,1,1,TVA,196,1572,0.04113029827315542,9,"[8.0, 8.0, 8.0]","[1.0, 1.0, 1.0]","[0.2880354505169867, 0.28846153846153844, 0.28846153846153844]",8.020408163265307,8.020408163265307,0.2991593236160281
merged_f1_t400_aggregation,merged,400,1,2,TVA,77,501,0.08561175666438825,9,"[5.0, 8.0, 8.0]","[1.0, 1.0, 7.0]","[0.30158730158730157, 0.30522088353413657, 0.36538461538461536]",6.5064935064935066,6.5064935064935066,0.3073105387019097
merged_f1_t400_aggregation,merged,400,1,3,TVA,26,84,0.12923076923076923,12,"[1.0, 1.0, 8.0]","[1.0, 1.0, 8.0]","[0.18962962962962962, 0.23684210526315788, 0.375]",3.230769230769231,3.230769230769231,0.26201934667535665
merged_f1_t40_aggregation,merged,40,1,0,MULTI,24,5016,9.08695652173913,9,"[0.75, 33.5, 97.25]","[32.0, 42.0, 553.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",209.0,209.0,0.49151239340026537
merged_f1_t40_aggregation,merged,40,1,1,MULTI,24,1488,2.6956521739130435,9,"[0.75, 25.5, 49.25]","[13.0, 24.0, 149.0]","[0.03260869565217391, 0.6134423897581792, 0.7666666666666667]",62.0,62.0,0.49151239340026537
merged_f1_t40_aggregation,merged,40,1,2,MULTI,24,496,0.8985507246376812,9,"[0.75, 17.5, 33.25]","[7.0, 18.0, 37.0]","[0.03260869565217391, 0.5526315789473684, 0.7666666666666667]",20.666666666666668,20.666666666666668,0.46419692003216045
merged_f1_t40_aggregation,merged,40,1,3,MULTI,18,76,0.24836601307189543,11,"[1.0, 2.0, 8.0]","[1.0, 2.0, 8.0]","[0.2801120448179272, 0.3095975232198142, 0.43315508021390375]",4.222222222222222,4.222222222222222,0.33881437333449715
